Image,Label
image_figures_105.png,"""patio"","
image_figures_106.png,"""doormat"","
image_figures_107.png,"""mop"","
image_figures_108.png,"""indigo bunting"","
image_figures_109.png,"""ruler"","
image_figures_110.png,"""water jug"","
image_figures_111.png,"""ruler"","
image_figures_112.png,"""indigo bunting"","
image_figures_113.png,"""vase"","
image_figures_114.png,"""ruler"","
image_figures_115.png,"""patio"","
image_figures_116.png,"""vulture"","
image_figures_117.png,"""vulture"","
image_figures_118.png,"""tool kit"","
image_figures_119.png,"""tent"","
image_figures_120.png,"""couch"","
image_figures_121.png,"""indigo bunting"","
image_figures_122.png,"""traffic light"","
image_figures_123.png,"""crane (machine)"","
image_figures_124.png,"""patio"","
image_figures_125.png,"""patio"","
image_figures_126.png,"""horse-drawn vehicle"","
image_figures_127.png,"""indigo bunting"","
image_figures_128.png,"""indigo bunting"","
image_figures_129.png,"""vulture"","
image_figures_130.png,"""horse-drawn vehicle"","
image_figures_131.png,"""patio"","
image_figures_132.png,"""lawn mower"","
image_figures_133.png,"""indigo bunting"","
image_figures_134.png,"""horse-drawn vehicle"","
image_figures_135.png,"""indigo bunting"","
image_figures_136.png,"""tool kit"","
image_figures_137.png,"""indigo bunting"","
image_figures_138.png,"""totem pole"","
image_figures_139.png,"""patio"","
image_figures_140.png,"""patio"","
image_figures_141.png,"""patio"","
image_figures_142.png,"""indigo bunting"","
image_figures_143.png,"""sea anemone"","
image_figures_144.png,"""vase"","
image_figures_145.png,"""patio"","
image_figures_146.png,"""patio"","
image_figures_147.png,"""shipwreck"","
image_figures_148.png,"""horse-drawn vehicle"","
image_figures_149.png,"""pelican"","
image_figures_150.png,"""ruler"","
image_figures_151.png,"""gas mask"","
image_figures_152.png,"""tool kit"","
image_figures_153.png,"""plastic bag"","
image_figures_154.png,"""patio"","
image_figures_155.png,"""shipwreck"","
image_figures_156.png,"""vase"","
image_figures_157.png,"""totem pole"","
image_figures_158.png,"""mop"","
image_figures_159.png,"""patio"","
image_figures_160.png,"""totem pole"","
image_figures_161.png,"""vulture"","
image_figures_162.png,"""indigo bunting"","
image_figures_163.png,"""patio"","
image_figures_164.png,"""cougar"","
image_figures_165.png,"""water tower"","
image_figures_166.png,"""water jug"","
image_figures_167.png,"""traffic light"","
image_figures_168.png,"""ruler"","
image_figures_169.png,"""indigo bunting"","
image_figures_170.png,"""tool kit"","
image_figures_171.png,"""tank"","
image_figures_172.png,"""indigo bunting"","
image_figures_173.png,"""ruler"","
image_figures_174.png,"""patio"","
image_figures_175.png,"""goldfinch"","
image_figures_176.png,"""horse-drawn vehicle"","
image_figures_177.png,"""spotlight"","
image_figures_178.png,"""bullock cart"","
image_figures_179.png,"""ruler"","
image_figures_180.png,"""stove"","
image_figures_181.png,"""ruler"","
image_figures_182.png,"""indigo bunting"","
image_figures_183.png,"""ruler"","
image_figures_184.png,"""patio"","
image_figures_185.png,"""water jug"","
image_figures_186.png,"""lawn mower"","
image_figures_187.png,"""shipwreck"","
image_figures_188.png,"""indigo bunting"","
image_figures_189.png,"""indigo bunting"","
image_figures_190.png,"""water jug"","
image_figures_191.png,"""couch"","
image_figures_192.png,"""carousel"","
image_figures_193.png,"""patio"","
image_figures_194.png,"""patio"","
image_figures_195.png,"""patio"","
image_figures_196.png,"""shipwreck"","
image_figures_197.png,"""stove"","
image_figures_198.png,"""slot machine"","
image_figures_199.png,"""patio"","
image_figures_200.png,"""water jug"","
image_figures_201.png,"""crane (machine)"","
image_figures_202.png,"""vase"","
image_figures_203.png,"""meatloaf"","
image_figures_204.png,"""moped"","
image_figures_205.png,"""vase"","
image_figures_206.png,"""indigo bunting"","
image_figures_207.png,"""vase"","
image_figures_208.png,"""combination lock"","
image_figures_209.png,"""indigo bunting"","
image_figures_210.png,"""couch"","
image_figures_211.png,"""goldfinch"","
image_figures_212.png,"""horse-drawn vehicle"","
image_figures_213.png,"""chickadee"","
image_figures_214.png,"""shipwreck"","
image_figures_215.png,"""seashore"","
image_figures_216.png,"""patio"","
image_figures_217.png,"""patio"","
image_figures_218.png,"""rocking chair"","
image_figures_219.png,"""vulture"","
image_figures_220.png,"""dough"","
image_figures_221.png,"""indigo bunting"","
image_figures_222.png,"""earth star"","
image_figures_223.png,"""couch"","
image_figures_224.png,"""scarf"","
image_figures_225.png,"""patio"","
image_figures_226.png,"""prison"","
image_figures_227.png,"""vulture"","
image_figures_228.png,"""patio"","
image_figures_229.png,"""patio"","
image_figures_230.png,"""prison"","
image_figures_231.png,"""prison"","
image_figures_232.png,"""water jug"","
image_figures_233.png,"""lawn mower"","
image_figures_234.png,"""lawn mower"","
image_figures_235.png,"""tailed frog"","
image_figures_236.png,"""lawn mower"","
image_figures_237.png,"""tool kit"","
image_figures_238.png,"""indigo bunting"","
image_figures_239.png,"""couch"","
image_figures_240.png,"""chime"","
image_figures_241.png,"""vulture"","
image_figures_242.png,"""couch"","
image_figures_243.png,"""dough"","
image_figures_244.png,"""backpack"","
image_figures_245.png,"""vase"","
image_figures_246.png,"""stove"","
image_figures_247.png,"""water tower"","
image_figures_248.png,"""patio"","
image_figures_249.png,"""backpack"","
image_figures_250.png,"""patio"","
image_figures_251.png,"""tank"","
image_figures_252.png,"""alp"","
image_figures_253.png,"""tool kit"","
image_figures_254.png,"""crane (machine)"","
image_figures_255.png,"""indigo bunting"","
image_figures_256.png,"""couch"","
image_figures_257.png,"""horse-drawn vehicle"","
image_figures_258.png,"""vase"","
image_figures_259.png,"""ruler"","
image_figures_260.png,"""earth star"","
image_figures_261.png,"""backpack"","
image_figures_262.png,"""patio"","
image_figures_263.png,"""lawn mower"","
image_figures_264.png,"""vase"","
image_figures_265.png,"""couch"","
image_figures_266.png,"""totem pole"","
image_figures_267.png,"""indigo bunting"","
image_figures_268.png,"""horse-drawn vehicle"","
image_figures_269.png,"""backpack"","
image_figures_270.png,"""indigo bunting"","
image_figures_271.png,"""totem pole"","
image_figures_272.png,"""newt"","
image_figures_273.png,"""chain-link fence"","
image_figures_274.png,"""fire screen sheet"","
image_figures_275.png,"""patio"","
image_figures_276.png,"""pelican"","
image_figures_277.png,"""patio"","
image_figures_278.png,"""goldfinch"","
image_figures_279.png,"""patio"","
image_figures_280.png,"""lawn mower"","
image_figures_281.png,"""indigo bunting"","
image_figures_282.png,"""backpack"","
image_figures_283.png,"""backpack"","
image_figures_284.png,"""patio"","
image_figures_285.png,"""horse-drawn vehicle"","
image_figures_286.png,"""newt"","
image_figures_287.png,"""shipwreck"","
image_figures_288.png,"""horse-drawn vehicle"","
image_figures_289.png,"""ruler"","
image_figures_290.png,"""patio"","
image_figures_291.png,"""tank"","
image_figures_292.png,"""indigo bunting"","
image_figures_293.png,"""lawn mower"","
image_figures_294.png,"""dough"","
image_figures_295.png,"""vulture"","
image_figures_296.png,"""tank"","
image_figures_297.png,"""vulture"","
image_figures_298.png,"""llama"","
image_figures_299.png,"""vase"","
image_figures_300.png,"""scarf"","
image_figures_301.png,"""earth star"","
image_figures_302.png,"""goldfinch"","
image_figures_303.png,"""couch"","
image_figures_304.png,"""earth star"","
image_figures_305.png,"""goldfinch"","
"""goldfinch"","
image_figures_302.png,"""honeycomb"","
image_figures_303.png,"""scarf"","
image_figures_304.png,"""projector"","
image_figures_305.png,"""great grey owl"","
