Image,Label
image_figures_118.png,"""cock"","
image_figures_119.png,"""flagpole"","
image_figures_120.png,"""cock"","
image_figures_121.png,"""rocking chair"","
image_figures_122.png,"""chain"","
image_figures_123.png,"""chain"","
image_figures_124.png,"""rapeseed"","
image_figures_125.png,"""chain"","
image_figures_126.png,"""chain"","
image_figures_127.png,"""rocking chair"","
image_figures_128.png,"""water jug"","
image_figures_129.png,"""rocking chair"","
image_figures_130.png,"""rocking chair"","
image_figures_131.png,"""rapeseed"","
image_figures_132.png,"""rapeseed"","
image_figures_133.png,"""chain"","
image_figures_134.png,"""chain"","
image_figures_135.png,"""rocking chair"","
image_figures_136.png,"""chain"","
image_figures_137.png,"""rapeseed"","
image_figures_138.png,"""European garden spider"","
image_figures_139.png,"""rocking chair"","
image_figures_140.png,"""rocking chair"","
image_figures_141.png,"""rocking chair"","
image_figures_142.png,"""chain"","
image_figures_143.png,"""rocking chair"","
image_figures_144.png,"""rocking chair"","
image_figures_145.png,"""rocking chair"","
image_figures_146.png,"""chain"","
image_figures_147.png,"""rocking chair"","
image_figures_148.png,"""rapeseed"","
image_figures_149.png,"""chain"","
image_figures_150.png,"""rocking chair"","
image_figures_151.png,"""chain"","
image_figures_152.png,"""chain"","
image_figures_153.png,"""cock"","
image_figures_154.png,"""cock"","
image_figures_155.png,"""horse-drawn vehicle"","
image_figures_156.png,"""water jug"","
image_figures_157.png,"""honeycomb"","
image_figures_158.png,"""water jug"","
image_figures_159.png,"""horse-drawn vehicle"","
image_figures_160.png,"""cock"","
image_figures_161.png,"""chain"","
image_figures_162.png,"""horse-drawn vehicle"","
image_figures_163.png,"""rapeseed"","
image_figures_164.png,"""flagpole"","
image_figures_165.png,"""rapeseed"","
image_figures_166.png,"""rapeseed"","
image_figures_167.png,"""rapeseed"","
image_figures_168.png,"""lens cap"","
image_figures_169.png,"""rocking chair"","
image_figures_170.png,"""chain"","
image_figures_171.png,"""cock"","
image_figures_172.png,"""steel drum"","
image_figures_173.png,"""chain"","
image_figures_174.png,"""rapeseed"","
image_figures_175.png,"""horse-drawn vehicle"","
image_figures_176.png,"""chain"","
image_figures_177.png,"""chain"","
image_figures_178.png,"""cock"","
image_figures_179.png,"""honeycomb"","
image_figures_180.png,"""chain"","
image_figures_181.png,"""water jug"","
image_figures_182.png,"""cock"","
image_figures_183.png,"""rocking chair"","
image_figures_184.png,"""water jug"","
image_figures_185.png,"""chain"","
image_figures_186.png,"""chain"","
image_figures_187.png,"""coral fungus"","
image_figures_188.png,"""rocking chair"","
image_figures_189.png,"""spotlight"","
image_figures_190.png,"""rapeseed"","
image_figures_191.png,"""rapeseed"","
image_figures_192.png,"""rocking chair"","
image_figures_193.png,"""fountain"","
image_figures_194.png,"""horse-drawn vehicle"","
image_figures_195.png,"""rapeseed"","
image_figures_196.png,"""chain"","
image_figures_197.png,"""rocking chair"","
image_figures_198.png,"""recreational vehicle"","
image_figures_199.png,"""cock"","
image_figures_200.png,"""chain"","
image_figures_201.png,"""bullock cart"","
image_figures_202.png,"""chain"","
image_figures_203.png,"""rocking chair"","
image_figures_204.png,"""rapeseed"","
image_figures_205.png,"""recreational vehicle"","
image_figures_206.png,"""water jug"","
image_figures_207.png,"""chain"","
image_figures_208.png,"""lens cap"","
image_figures_209.png,"""rapeseed"","
image_figures_210.png,"""cock"","
image_figures_211.png,"""rocking chair"","
image_figures_212.png,"""rocking chair"","
image_figures_213.png,"""rapeseed"","
image_figures_214.png,"""chain"","
image_figures_215.png,"""bullock cart"","
image_figures_216.png,"""cock"","
image_figures_217.png,"""rocking chair"","
image_figures_218.png,"""newt"","
image_figures_219.png,"""stove"","
image_figures_220.png,"""moving van"","
image_figures_221.png,"""dishwasher"","
image_figures_222.png,"""pelican"","
image_figures_223.png,"""chain"","
image_figures_224.png,"""flagpole"","
image_figures_225.png,"""cock"","
image_figures_226.png,"""horse-drawn vehicle"","
image_figures_227.png,"""rapeseed"","
image_figures_228.png,"""rocking chair"","
image_figures_229.png,"""rocking chair"","
image_figures_230.png,"""stove"","
image_figures_231.png,"""stove"","
image_figures_232.png,"""cock"","
image_figures_233.png,"""window shade"","
image_figures_234.png,"""chain"","
image_figures_235.png,"""loupe"","
image_figures_236.png,"""chain"","
image_figures_237.png,"""chain"","
image_figures_238.png,"""ruler"","
image_figures_239.png,"""chain"","
image_figures_240.png,"""chain"","
image_figures_241.png,"""chain"","
image_figures_242.png,"""water jug"","
image_figures_243.png,"""moving van"","
image_figures_244.png,"""space heater"","
image_figures_245.png,"""window shade"","
image_figures_246.png,"""rapeseed"","
image_figures_247.png,"""cock"","
image_figures_248.png,"""horse-drawn vehicle"","
image_figures_249.png,"""pelican"","
image_figures_250.png,"""chain"","
image_figures_251.png,"""water jug"","
image_figures_252.png,"""rocking chair"","
image_figures_253.png,"""chain"","
image_figures_254.png,"""stove"","
image_figures_255.png,"""coral fungus"","
image_figures_256.png,"""water jug"","
image_figures_257.png,"""cock"","
image_figures_258.png,"""coral fungus"","
image_figures_259.png,"""rapeseed"","
image_figures_260.png,"""cock"","
image_figures_261.png,"""filing cabinet"","
image_figures_262.png,"""rapeseed"","
image_figures_263.png,"""lens cap"","
image_figures_264.png,"""rocking chair"","
image_figures_265.png,"""water jug"","
image_figures_266.png,"""electric fan"","
image_figures_267.png,"""rapeseed"","
image_figures_268.png,"""cock"","
image_figures_269.png,"""meatloaf"","
image_figures_270.png,"""chain"","
image_figures_271.png,"""remote control"","
image_figures_272.png,"""solar thermal collector"""
image_figures_273.png,"""rapeseed"","
image_figures_274.png,"""rapeseed"","
image_figures_275.png,"""flagpole"","
image_figures_276.png,"""rocking chair"","
image_figures_277.png,"""rapeseed"","
image_figures_278.png,"""lens cap"","
image_figures_279.png,"""flagpole"","
image_figures_280.png,"""rapeseed"","
image_figures_281.png,"""lens cap"","
image_figures_282.png,"""filing cabinet"","
image_figures_283.png,"""rocking chair"","
image_figures_284.png,"""rapeseed"","
image_figures_285.png,"""water jug"","
image_figures_286.png,"""filing cabinet"","
image_figures_287.png,"""rapeseed"","
image_figures_288.png,"""recreational vehicle"","
image_figures_289.png,"""rapeseed"","
image_figures_290.png,"""rapeseed"","
image_figures_291.png,"""rapeseed"","
image_figures_292.png,"""rapeseed"","
image_figures_293.png,"""remote control"","
image_figures_294.png,"""lens cap"","
image_figures_295.png,"""rocking chair"","
image_figures_296.png,"""forklift"","
image_figures_297.png,"""rocking chair"","
image_figures_298.png,"""rocking chair"","
image_figures_299.png,"""cock"","
image_figures_300.png,"""chain"","
image_figures_301.png,"""rapeseed"","
image_figures_302.png,"""chain"","
image_figures_303.png,"""rocking chair"","
image_figures_304.png,"""filing cabinet"","
image_figures_305.png,"""water jug"","
