Saliency Map Path,Label
image_figures_215.png,"""hay"","
image_figures_216.png,"""cliff"","
image_figures_217.png,"""valley"","
image_figures_218.png,"""valley"","
image_figures_219.png,"""stone wall"","
image_figures_220.png,"""cliff"","
image_figures_221.png,"""valley"","
image_figures_222.png,"""valley"","
image_figures_223.png,"""American black bear"","
image_figures_224.png,"""ear"","
image_figures_225.png,"""lakeshore"","
image_figures_226.png,"""ostrich"","
image_figures_227.png,"""lakeshore"","
image_figures_228.png,"""geyser"","
image_figures_229.png,"""geyser"","
image_figures_230.png,"""African bush elephant"","
image_figures_231.png,"""African bush elephant"","
image_figures_232.png,"""alp"","
image_figures_233.png,"""volcano"","
image_figures_234.png,"""lakeshore"","
image_figures_235.png,"""lakeshore"","
image_figures_236.png,"""cliff"","
image_figures_237.png,"""valley"","
image_figures_238.png,"""valley"","
image_figures_239.png,"""cliff"","
image_figures_240.png,"""stone wall"","
image_figures_241.png,"""alp"","
image_figures_242.png,"""promontory"","
image_figures_243.png,"""stone wall"","
image_figures_244.png,"""volcano"","
image_figures_245.png,"""cardoon"","
image_figures_246.png,"""stretcher"","
image_figures_247.png,"""shopping cart"","
image_figures_248.png,"""maze"","
image_figures_249.png,"""cliff"","
image_figures_250.png,"""shoal"","
image_figures_251.png,"""wombat"","
image_figures_252.png,"""stretcher"","
image_figures_253.png,"""ladybug"","
image_figures_254.png,"""horse-drawn vehicle"","
image_figures_255.png,"""cliff"","
image_figures_256.png,"""red panda"","
image_figures_257.png,"""stretcher"","
image_figures_258.png,"""cauldron"","
image_figures_259.png,"""sawmill"","
image_figures_260.png,"""minivan"","
image_figures_261.png,"""tow truck"","
image_figures_262.png,"""steam locomotive"","
image_figures_263.png,"""geyser"","
image_figures_264.png,"""lakeshore"","
image_figures_265.png,"""red panda"","
image_figures_266.png,"""harvester"","
image_figures_267.png,"""semi-trailer truck"","
image_figures_268.png,"""stretcher"","
image_figures_269.png,"""swing"","
image_figures_270.png,"""cliff"","
image_figures_271.png,"""geyser"","
image_figures_272.png,"""impala"","
image_figures_273.png,"""parachute"","
image_figures_274.png,"""banana"","
image_figures_275.png,"""geyser"","
image_figures_276.png,"""geyser"","
image_figures_277.png,"""geyser"","
image_figures_278.png,"""geyser"","
image_figures_279.png,"""umbrella"","
image_figures_280.png,"""lakeshore"","
image_figures_281.png,"""fire screen sheet"","
image_figures_282.png,"""projectile"","
image_figures_283.png,"""geyser"","
image_figures_284.png,"""jeep"","
image_figures_285.png,"""cauldron"","
image_figures_286.png,"""snowplow"","
image_figures_287.png,"""ski"","
image_figures_288.png,"""ambulance"","
image_figures_289.png,"""scuba diver"","
image_figures_290.png,"""swimming cap"","
image_figures_291.png,"""geyser"","
image_figures_292.png,"""semi-trailer truck"","
image_figures_293.png,"""geyser"","
image_figures_294.png,"""cliff"","
image_figures_295.png,"""minivan"","
image_figures_296.png,"""geyser"","
image_figures_297.png,"""harvester"","
image_figures_298.png,"""alp"","
image_figures_299.png,"""valley"","
image_figures_300.png,"""volcano"","
image_figures_301.png,"""motorboat"","
image_figures_302.png,"""volcano"","
image_figures_303.png,"""volcano"","
image_figures_304.png,"""promontory"","
image_figures_305.png,"""geyser"","
