Saliency Map Path,Label
image_figures_214.png,"""sawmill"","
image_figures_215.png,"""hay"","
image_figures_216.png,"""valley"","
image_figures_217.png,"""promontory"","
image_figures_218.png,"""valley"","
image_figures_219.png,"""dhole"","
image_figures_220.png,"""hartebeest"","
image_figures_221.png,"""cliff"","
image_figures_222.png,"""valley"","
image_figures_223.png,"""lakeshore"","
image_figures_224.png,"""impala"","
image_figures_225.png,"""barn"","
image_figures_226.png,"""stone wall"","
image_figures_227.png,"""valley"","
image_figures_228.png,"""barn"","
image_figures_229.png,"""barn"","
image_figures_230.png,"""split-rail fence"","
image_figures_231.png,"""split-rail fence"","
image_figures_232.png,"""alp"","
image_figures_233.png,"""geyser"","
image_figures_234.png,"""lakeshore"","
image_figures_235.png,"""park bench"","
image_figures_236.png,"""valley"","
image_figures_237.png,"""cliff"","
image_figures_238.png,"""valley"","
image_figures_239.png,"""cliff"","
image_figures_240.png,"""stone wall"","
image_figures_241.png,"""alp"","
image_figures_242.png,"""promontory"","
image_figures_243.png,"""volcano"","
image_figures_244.png,"""volcano"","
image_figures_245.png,"""African wild dog"","
image_figures_246.png,"""crutch"","
image_figures_247.png,"""paddle wheel"","
image_figures_248.png,"""water bottle"","
image_figures_249.png,"""cliff"","
image_figures_250.png,"""geyser"","
image_figures_251.png,"""chainsaw"","
image_figures_252.png,"""mountain bike"","
image_figures_253.png,"""greenhouse"","
image_figures_254.png,"""horse-drawn vehicle"","
image_figures_255.png,"""scooter"","
image_figures_256.png,"""macaw"","
image_figures_257.png,"""shower cap"","
image_figures_258.png,"""plow"","
image_figures_259.png,"""shower cap"","
image_figures_260.png,"""moving van"","
image_figures_261.png,"""tow truck"","
image_figures_262.png,"""jeep"","
image_figures_263.png,"""steam locomotive"","
image_figures_264.png,"""park bench"","
image_figures_265.png,"""macaw"","
image_figures_266.png,"""harvester"","
image_figures_267.png,"""balloon"","
image_figures_268.png,"""shower cap"","
image_figures_269.png,"""wheelbarrow"","
image_figures_270.png,"""ptarmigan"","
image_figures_271.png,"""steam locomotive"","
image_figures_272.png,"""rapeseed"","
image_figures_273.png,"""parachute"","
image_figures_274.png,"""academic gown"","
image_figures_275.png,"""cauldron"","
image_figures_276.png,"""geyser"","
image_figures_277.png,"""geyser"","
image_figures_278.png,"""geyser"","
image_figures_279.png,"""lifeboat"","
image_figures_280.png,"""geyser"","
image_figures_281.png,"""fire screen sheet"","
image_figures_282.png,"""pelican"","
image_figures_283.png,"""geyser"","
image_figures_284.png,"""projectile"","
image_figures_285.png,"""stretcher"","
image_figures_286.png,"""geyser"","
image_figures_287.png,"""chainsaw"","
image_figures_288.png,"""fireboat"","
image_figures_289.png,"""military uniform"","
image_figures_290.png,"""projectile"","
image_figures_291.png,"""geyser"","
image_figures_292.png,"""geyser"","
image_figures_293.png,"""cannon"","
image_figures_294.png,"""paddle"","
image_figures_295.png,"""alp"","
image_figures_296.png,"""geyser"","
image_figures_297.png,"""parachute"","
image_figures_298.png,"""alp"","
image_figures_299.png,"""cliff"","
image_figures_300.png,"""volcano"","
image_figures_301.png,"""fireboat"","
image_figures_302.png,"""geyser"","
image_figures_303.png,"""volcano"","
image_figures_304.png,"""lakeshore"","
image_figures_305.png,"""geyser"","
