Saliency Map Path,Label
image_figures_130.png,"""apiary"","
image_figures_131.png,"""pickup truck"","
image_figures_132.png,"""minivan"","
image_figures_133.png,"""sawmill"","
image_figures_134.png,"""bow"","
image_figures_135.png,"""toucan"","
image_figures_136.png,"""shoal"","
image_figures_137.png,"""go-kart"","
image_figures_138.png,"""sliding door"","
image_figures_139.png,"""picket fence"","
image_figures_140.png,"""apron"","
image_figures_141.png,"""jigsaw puzzle"","
image_figures_142.png,"""pole"","
image_figures_143.png,"""restaurant"","
image_figures_144.png,"""jigsaw puzzle"","
image_figures_145.png,"""quill"","
image_figures_146.png,"""maypole"","
image_figures_147.png,"""sawmill"","
image_figures_148.png,"""solar thermal collector"","
image_figures_149.png,"""mountain bike"","
image_figures_150.png,"""sleeping bag"","
image_figures_151.png,"""maze"","
image_figures_152.png,"""trolleybus"","
image_figures_153.png,"""parking meter"","
image_figures_154.png,"""moving van"","
image_figures_155.png,"""solar thermal collector"","
image_figures_156.png,"""sawmill"","
image_figures_157.png,"""restaurant"","
image_figures_158.png,"""swing"","
image_figures_159.png,"""microwave oven"","
image_figures_160.png,"""restaurant"","
image_figures_161.png,"""dam"","
image_figures_162.png,"""folding chair"","
image_figures_163.png,"""barbershop"","
image_figures_164.png,"""library"","
image_figures_165.png,"""pole"","
image_figures_166.png,"""minivan"","
image_figures_167.png,"""stone wall"","
image_figures_168.png,"""restaurant"","
image_figures_169.png,"""fire engine"","
image_figures_170.png,"""swing"","
image_figures_171.png,"""shipwreck"","
image_figures_172.png,"""grocery store"","
image_figures_173.png,"""library"","
image_figures_174.png,"""bobsleigh"","
image_figures_175.png,"""valley"","
image_figures_176.png,"""chainsaw"","
image_figures_177.png,"""pole"","
image_figures_178.png,"""traffic sign"","
image_figures_179.png,"""restaurant"","
image_figures_180.png,"""pole"","
image_figures_181.png,"""library"","
image_figures_182.png,"""mobile home"","
image_figures_183.png,"""library"","
image_figures_184.png,"""home theater"","
image_figures_185.png,"""crane (machine)"","
image_figures_186.png,"""ear"","
image_figures_187.png,"""barbershop"","
image_figures_188.png,"""restaurant"","
image_figures_189.png,"""volleyball"","
image_figures_190.png,"""stone wall"","
image_figures_191.png,"""pole"","
image_figures_192.png,"""library"","
image_figures_193.png,"""library"","
image_figures_194.png,"""projector"","
image_figures_195.png,"""bobsleigh"","
image_figures_196.png,"""sports car"","
image_figures_197.png,"""hair spray"","
image_figures_198.png,"""unicycle"","
image_figures_199.png,"""chainsaw"","
image_figures_200.png,"""dam"","
image_figures_201.png,"""paddle wheel"","
image_figures_202.png,"""turnstile"","
image_figures_203.png,"""freight car"","
image_figures_204.png,"""punching bag"","
image_figures_205.png,"""library"","
image_figures_206.png,"""race car"","
image_figures_207.png,"""restaurant"","
image_figures_208.png,"""sawmill"","
image_figures_209.png,"""stretcher"","
image_figures_210.png,"""CRT screen"","
image_figures_211.png,"""cliff"","
image_figures_212.png,"""shovel"","
image_figures_213.png,"""garbage truck"","
image_figures_214.png,"""plow"","
image_figures_215.png,"""thatched roof"","
image_figures_216.png,"""cliff"","
image_figures_217.png,"""valley"","
image_figures_218.png,"""valley"","
image_figures_219.png,"""lakeshore"","
image_figures_220.png,"""seashore"","
image_figures_221.png,"""valley"","
image_figures_222.png,"""valley"","
image_figures_223.png,"""stone wall"","
image_figures_224.png,"""stone wall"","
image_figures_225.png,"""alp"","
image_figures_226.png,"""stone wall"","
image_figures_227.png,"""valley"","
image_figures_228.png,"""dam"","
image_figures_229.png,"""dam"","
image_figures_230.png,"""valley"","
image_figures_231.png,"""valley"","
image_figures_232.png,"""valley"","
image_figures_233.png,"""geyser"","
image_figures_234.png,"""valley"","
image_figures_235.png,"""viaduct"","
image_figures_236.png,"""cliff dwelling"","
image_figures_237.png,"""valley"","
image_figures_238.png,"""valley"","
image_figures_239.png,"""cliff"","
image_figures_240.png,"""stone wall"","
image_figures_241.png,"""alp"","
image_figures_242.png,"""lakeshore"","
image_figures_243.png,"""volcano"","
image_figures_244.png,"""volcano"","
image_figures_245.png,"""valley"","
image_figures_246.png,"""tricycle"","
image_figures_247.png,"""gondola"","
image_figures_248.png,"""stone wall"","
image_figures_249.png,"""cliff"","
image_figures_250.png,"""geyser"","
image_figures_251.png,"""Miniature Poodle"","
image_figures_252.png,"""chainsaw"","
image_figures_253.png,"""cliff"","
image_figures_254.png,"""valley"","
image_figures_255.png,"""cliff"","
image_figures_256.png,"""cliff"","
image_figures_257.png,"""cuirass"","
image_figures_258.png,"""tripod"","
image_figures_259.png,"""jeep"","
image_figures_260.png,"""minivan"","
image_figures_261.png,"""jeep"","
image_figures_262.png,"""electric locomotive"","
image_figures_263.png,"""volcano"","
image_figures_264.png,"""lakeshore"","
image_figures_265.png,"""cliff"","
image_figures_266.png,"""harvester"","
image_figures_267.png,"""snowmobile"","
image_figures_268.png,"""cuirass"","
image_figures_269.png,"""valley"","
image_figures_270.png,"""cliff"","
image_figures_271.png,"""geyser"","
image_figures_272.png,"""impala"","
image_figures_273.png,"""black grouse"","
image_figures_274.png,"""shield"","
image_figures_275.png,"""chainsaw"","
image_figures_276.png,"""megalith"","
image_figures_277.png,"""geyser"","
image_figures_278.png,"""geyser"","
image_figures_279.png,"""chainsaw"","
image_figures_280.png,"""geyser"","
image_figures_281.png,"""fire screen sheet"","
image_figures_282.png,"""military aircraft"","
image_figures_283.png,"""valley"","
image_figures_284.png,"""volcano"","
image_figures_285.png,"""plow"","
image_figures_286.png,"""snowplow"","
image_figures_287.png,"""chainsaw"","
image_figures_288.png,"""electric locomotive"","
image_figures_289.png,"""bow"","
image_figures_290.png,"""tractor"","
image_figures_291.png,"""geyser"","
image_figures_292.png,"""steam locomotive"","
image_figures_293.png,"""geyser"","
image_figures_294.png,"""tent"","
image_figures_295.png,"""recreational vehicle"","
image_figures_296.png,"""geyser"","
image_figures_297.png,"""tractor"","
image_figures_298.png,"""volcano"","
image_figures_299.png,"""valley"","
image_figures_300.png,"""volcano"","
image_figures_301.png,"""paddle"","
image_figures_302.png,"""volcano"","
image_figures_303.png,"""alp"","
image_figures_304.png,"""lakeshore"","
image_figures_305.png,"""volcano"","
