Saliency Map Path,Label
image_figures_185.png,"""pirate ship"","
image_figures_186.png,"""maze"","
image_figures_187.png,"""barbershop"","
image_figures_188.png,"""Rottweiler"","
image_figures_189.png,"""movie theater"","
image_figures_190.png,"""valley"","
image_figures_191.png,"""canoe"","
image_figures_192.png,"""library"","
image_figures_193.png,"""desk"","
image_figures_194.png,"""library"","
image_figures_195.png,"""bobsleigh"","
image_figures_196.png,"""sports car"","
image_figures_197.png,"""guillotine"","
image_figures_198.png,"""lifeboat"","
image_figures_199.png,"""chainsaw"","
image_figures_200.png,"""chainsaw"","
image_figures_201.png,"""stage"","
image_figures_202.png,"""Tibetan Mastiff"","
image_figures_203.png,"""mobile home"","
image_figures_204.png,"""punching bag"","
image_figures_205.png,"""folding chair"","
image_figures_206.png,"""ambulance"","
image_figures_207.png,"""library"","
image_figures_208.png,"""suspension bridge"","
image_figures_209.png,"""sawmill"","
image_figures_210.png,"""desk"","
image_figures_211.png,"""cliff"","
image_figures_212.png,"""megalith"","
image_figures_213.png,"""garbage truck"","
image_figures_214.png,"""sawmill"","
image_figures_215.png,"""hay"","
image_figures_216.png,"""cliff"","
image_figures_217.png,"""valley"","
image_figures_218.png,"""valley"","
image_figures_219.png,"""stone wall"","
image_figures_220.png,"""vulture"","
image_figures_221.png,"""valley"","
image_figures_222.png,"""valley"","
image_figures_223.png,"""American black bear"","
image_figures_224.png,"""mountain bike"","
image_figures_225.png,"""split-rail fence"","
image_figures_226.png,"""mountain bike"","
image_figures_227.png,"""cliff"","
image_figures_228.png,"""geyser"","
image_figures_229.png,"""geyser"","
image_figures_230.png,"""cliff dwelling"","
image_figures_231.png,"""cliff dwelling"","
image_figures_232.png,"""alp"","
image_figures_233.png,"""mountain bike"","
image_figures_234.png,"""lakeshore"","
image_figures_235.png,"""viaduct"","
image_figures_236.png,"""valley"","
image_figures_237.png,"""valley"","
image_figures_238.png,"""valley"","
image_figures_239.png,"""valley"","
image_figures_240.png,"""stone wall"","
image_figures_241.png,"""alp"","
image_figures_242.png,"""promontory"","
image_figures_243.png,"""shoal"","
image_figures_244.png,"""volcano"","
image_figures_245.png,"""valley"","
image_figures_246.png,"""stretcher"","
image_figures_247.png,"""dog sled"","
image_figures_248.png,"""maze"","
image_figures_249.png,"""valley"","
image_figures_250.png,"""valley"","
image_figures_251.png,"""hen"","
image_figures_252.png,"""chainsaw"","
image_figures_253.png,"""macaw"","
image_figures_254.png,"""bullock cart"","
image_figures_255.png,"""cliff"","
image_figures_256.png,"""cliff"","
image_figures_257.png,"""mountain bike"","
image_figures_258.png,"""bow"","
image_figures_259.png,"""mountain bike"","
image_figures_260.png,"""minivan"","
image_figures_261.png,"""semi-trailer truck"","
image_figures_262.png,"""jeep"","
image_figures_263.png,"""volcano"","
image_figures_264.png,"""lakeshore"","
image_figures_265.png,"""cliff"","
image_figures_266.png,"""harvester"","
image_figures_267.png,"""tractor"","
image_figures_268.png,"""mountain bike"","
image_figures_269.png,"""cliff"","
image_figures_270.png,"""cliff"","
image_figures_271.png,"""semi-trailer truck"","
image_figures_272.png,"""barn"","
image_figures_273.png,"""parachute"","
image_figures_274.png,"""mountain bike"","
image_figures_275.png,"""tent"","
image_figures_276.png,"""geyser"","
image_figures_277.png,"""semi-trailer truck"","
image_figures_278.png,"""geyser"","
image_figures_279.png,"""chainsaw"","
image_figures_280.png,"""geyser"","
image_figures_281.png,"""fire screen sheet"","
image_figures_282.png,"""lakeshore"","
image_figures_283.png,"""alp"","
image_figures_284.png,"""jeep"","
image_figures_285.png,"""shovel"","
image_figures_286.png,"""snowplow"","
image_figures_287.png,"""chainsaw"","
image_figures_288.png,"""ambulance"","
image_figures_289.png,"""mountain bike"","
image_figures_290.png,"""tow truck"","
image_figures_291.png,"""geyser"","
image_figures_292.png,"""steam locomotive"","
image_figures_293.png,"""steam locomotive"","
image_figures_294.png,"""paddle"","
image_figures_295.png,"""recreational vehicle"","
image_figures_296.png,"""geyser"","
image_figures_297.png,"""harvester"","
image_figures_298.png,"""geyser"","
image_figures_299.png,"""valley"","
image_figures_300.png,"""volcano"","
image_figures_301.png,"""snorkel"","
image_figures_302.png,"""volcano"","
image_figures_303.png,"""mountain bike"","
image_figures_304.png,"""grey whale"","
image_figures_305.png,"""volcano"","
